,Job Title,Min Salary,Max Salary,Average Salary,Rating,State
165,analyst,156,254,205.0,4.4,NY
167,analyst,156,254,205.0,3.4,NY
168,data scientist,156,254,205.0,3.1,NY
169,data scientist,156,254,205.0,3.4,NY
172,data scientist,156,254,205.0,4.0,NY
173,data scientist,156,254,205.0,3.4,NY
176,machine learning engineer,156,254,205.0,3.0,NY
178,data scientist,156,254,205.0,4.1,NY
180,data scientist,156,254,205.0,4.5,NY
181,data engineer,156,254,205.0,4.2,NY
183,data scientist,156,254,205.0,5.0,NY
186,data scientist,156,254,205.0,3.8,NY
189,data scientist,156,254,205.0,4.1,NY
190,data scientist,156,254,205.0,3.6,NY
192,analyst,156,254,205.0,3.1,NY
194,data scientist,119,147,133.0,3.4,NY
195,data scientist,119,147,133.0,3.6,NY
196,data scientist,119,147,133.0,4.6,NY
197,data scientist,119,147,133.0,4.0,NY
198,other,119,147,133.0,4.7,NY
199,data engineer,119,147,133.0,4.4,NY
201,analyst,119,147,133.0,3.6,NY
202,data scientist,119,147,133.0,4.1,NY
205,data scientist,119,147,133.0,3.5,NY
206,data scientist,119,147,133.0,4.0,NY
208,analyst,119,147,133.0,3.5,NY
210,data scientist,119,147,133.0,5.0,NY
211,data scientist,119,147,133.0,4.0,NY
212,data scientist,119,147,133.0,3.5,NY
213,data engineer,119,147,133.0,3.4,NY
214,data scientist,119,147,133.0,3.6,NJ
215,other,119,147,133.0,3.2,NY
216,data engineer,119,147,133.0,4.7,NY
218,data scientist,119,147,133.0,5.0,NY
220,data scientist,119,147,133.0,4.2,NY
221,data engineer,119,147,133.0,3.7,NY
222,data scientist,119,147,133.0,3.1,NY
223,data scientist,119,147,133.0,3.8,NY
224,other,116,152,134.0,3.9,NY
226,other,116,152,134.0,4.1,NY
227,data scientist,116,152,134.0,3.8,NY
228,machine learning engineer,116,152,134.0,3.8,NY
229,data scientist,116,152,134.0,3.7,NY
230,data scientist,116,152,134.0,4.4,NY
231,data scientist,116,152,134.0,3.9,NY
232,data scientist,116,152,134.0,5.0,NY
233,data scientist,116,152,134.0,3.9,NY
234,machine learning engineer,116,152,134.0,3.6,NY
235,researcher,116,152,134.0,4.2,NY
236,data scientist,116,152,134.0,3.9,NJ
237,data scientist,116,152,134.0,3.7,NY
238,data scientist,116,152,134.0,4.3,NY
239,data scientist,116,152,134.0,3.5,NY
240,data scientist,116,152,134.0,4.0,NY
241,machine learning engineer,116,152,134.0,3.0,NY
242,data scientist,133,171,152.0,3.1,NY
243,analyst,133,171,152.0,4.0,NY
244,researcher,133,171,152.0,5.0,NY
247,data scientist,133,171,152.0,4.4,NY
249,data scientist,133,171,152.0,2.6,NJ
250,data scientist,133,171,152.0,3.6,NJ
252,data scientist,133,171,152.0,4.1,NY
254,data scientist,133,171,152.0,3.3,NY
255,machine learning engineer,110,139,124.5,3.5,NY
257,data engineer,110,139,124.5,4.1,NY
258,data scientist,110,139,124.5,3.2,NY
260,director,110,139,124.5,4.0,NY
262,data scientist,110,139,124.5,3.8,NY
263,data engineer,110,139,124.5,3.9,NY
264,data engineer,110,139,124.5,4.4,NY
265,other,110,139,124.5,3.6,NY
266,machine learning engineer,110,139,124.5,3.9,NY
268,data scientist,110,139,124.5,3.7,NY
269,data scientist,110,139,124.5,4.1,NY
271,analyst,110,139,124.5,4.4,NY
272,data scientist,110,139,124.5,3.7,NY
274,analyst,110,139,124.5,4.9,NY
275,data scientist,82,141,111.5,3.6,NY
276,data scientist,82,141,111.5,3.6,NY
277,data scientist,82,141,111.5,3.3,NY
278,analyst,82,141,111.5,3.6,NY
280,data scientist,82,141,111.5,3.8,NY
281,analyst,82,141,111.5,4.8,NY
282,other,82,141,111.5,4.1,NY
283,analyst,82,141,111.5,4.4,NY
284,analyst,82,141,111.5,3.3,NY
285,machine learning engineer,82,141,111.5,3.7,NY
286,analyst,82,141,111.5,4.1,NY
287,other,82,141,111.5,4.5,NY
290,data scientist,82,141,111.5,3.2,NY
291,data scientist,82,141,111.5,3.8,NY
292,machine learning engineer,82,141,111.5,4.1,NY
293,other,82,141,111.5,4.8,NY
294,data engineer,82,141,111.5,3.9,NY
295,data engineer,82,141,111.5,3.6,NY
296,researcher,82,141,111.5,3.9,NY
298,other,82,141,111.5,4.4,NY
299,researcher,82,141,111.5,3.9,NY
301,data scientist,96,119,107.5,3.9,NY
302,data scientist,96,119,107.5,3.6,NJ
304,manager,96,119,107.5,4.9,NY
308,data scientist,96,119,107.5,3.8,NY
309,analyst,96,119,107.5,3.4,NY
310,analyst,96,119,107.5,3.2,NY
311,data scientist,96,119,107.5,4.0,NJ
312,data scientist,96,119,107.5,3.9,NY
313,data engineer,96,119,107.5,4.9,NY
314,data scientist,96,119,107.5,3.4,NY
315,data scientist,96,119,107.5,4.8,NY
316,data engineer,96,119,107.5,4.4,NY
317,machine learning engineer,96,119,107.5,4.7,NJ
319,data scientist,96,119,107.5,2.8,NY
321,data scientist,96,119,107.5,3.7,NY
322,data scientist,96,119,107.5,3.7,NY
324,data scientist,96,119,107.5,3.7,NJ
325,data scientist,96,119,107.5,4.4,NY
326,data scientist,96,119,107.5,3.4,NY
327,data scientist,96,119,107.5,3.7,NY
329,data scientist,146,175,160.5,4.0,NY
330,analyst,146,175,160.5,2.9,NY
332,data scientist,102,164,133.0,4.5,CA
333,data scientist,102,164,133.0,3.9,CA
334,data scientist,102,164,133.0,3.8,CA
336,analyst,102,164,133.0,4.0,CA
337,data engineer,102,164,133.0,3.7,CA
338,data scientist,102,164,133.0,3.9,CA
339,analyst,102,164,133.0,3.1,CA
340,data scientist,102,164,133.0,3.8,CA
341,data scientist,102,164,133.0,4.6,CA
342,data scientist,102,164,133.0,4.4,CA
343,data scientist,102,164,133.0,2.3,CA
344,data scientist,102,164,133.0,2.9,CA
345,data scientist,102,164,133.0,3.6,CA
346,data scientist,102,164,133.0,3.9,CA
347,data scientist,102,164,133.0,3.7,CA
349,data scientist,102,164,133.0,4.2,CA
351,data scientist,102,164,133.0,3.9,CA
352,analyst,102,164,133.0,3.4,CA
353,analyst,102,164,133.0,3.4,CA
354,data scientist,102,164,133.0,4.2,CA
355,data scientist,102,164,133.0,3.2,CA
356,data scientist,102,164,133.0,4.5,CA
357,data scientist,102,164,133.0,3.8,CA
359,analyst,102,164,133.0,3.9,CA
360,data scientist,102,164,133.0,3.6,CA
361,data scientist,102,164,133.0,3.5,CA
362,data scientist,113,180,146.5,3.7,CA
363,data scientist,113,180,146.5,3.2,CA
365,data scientist,113,180,146.5,2.4,CA
367,data scientist,113,180,146.5,3.9,CA
368,data scientist,113,180,146.5,4.2,CA
369,data engineer,113,180,146.5,4.7,CA
370,analyst,113,180,146.5,3.7,CA
371,data scientist,113,180,146.5,4.0,CA
372,data scientist,113,180,146.5,3.9,CA
373,data scientist,113,180,146.5,2.8,CA
375,data scientist,113,180,146.5,3.7,CA
376,data scientist,113,180,146.5,3.3,CA
377,analyst,113,180,146.5,3.1,CA
378,data scientist,113,180,146.5,2.5,CA
379,data scientist,113,180,146.5,3.3,CA
380,data scientist,113,180,146.5,3.0,CA
382,data scientist,113,180,146.5,3.5,CA
385,analyst,113,180,146.5,4.0,CA
386,analyst,113,180,146.5,5.0,CA
387,other,113,180,146.5,3.5,CA
388,analyst,113,180,146.5,3.9,CA
390,data scientist,113,180,146.5,3.6,CA
391,machine learning engineer,113,180,146.5,3.6,CA
392,other,113,180,146.5,4.2,CA
393,data scientist,113,180,146.5,3.3,CA
394,data scientist,113,180,146.5,3.7,CA
395,other,113,180,146.5,3.6,CA
396,data scientist,113,180,146.5,4.5,CA
398,data scientist,113,180,146.5,3.1,CA
400,analyst,113,180,146.5,2.1,CA
401,data scientist,113,180,146.5,4.1,CA
402,analyst,113,180,146.5,5.0,CA
403,data scientist,113,180,146.5,4.1,CA
405,analyst,113,180,146.5,3.9,CA
406,data engineer,113,180,146.5,4.5,CA
407,analyst,113,180,146.5,3.6,CA
408,data scientist,113,180,146.5,3.9,CA
409,data scientist,113,180,146.5,3.8,CA
411,other,113,180,146.5,3.9,CA
412,data scientist,113,180,146.5,3.6,CA
413,machine learning engineer,113,180,146.5,4.0,CA
415,analyst,113,180,146.5,3.9,CA
416,analyst,113,180,146.5,3.8,CA
417,analyst,113,180,146.5,4.8,CA
419,analyst,113,180,146.5,4.3,CA
421,analyst,113,180,146.5,4.5,CA
422,data scientist,113,180,146.5,3.9,CA
423,data scientist,76,122,99.0,3.3,CA
424,analyst,76,122,99.0,3.8,CA
425,data scientist,76,122,99.0,4.9,CA
426,data engineer,76,122,99.0,3.9,CA
427,other,76,122,99.0,3.7,CA
429,data scientist,76,122,99.0,2.8,CA
430,data scientist,76,122,99.0,4.4,CA
431,data scientist,76,122,99.0,3.9,CA
432,machine learning engineer,76,122,99.0,4.7,CA
433,other,76,122,99.0,3.2,CA
434,analyst,76,122,99.0,4.5,CA
435,analyst,76,122,99.0,5.0,CA
436,analyst,76,122,99.0,3.9,CA
438,data engineer,76,122,99.0,3.8,CA
439,data engineer,76,122,99.0,3.1,CA
440,data scientist,76,122,99.0,4.1,CA
441,data scientist,76,122,99.0,3.4,CA
443,data scientist,76,122,99.0,3.9,CA
444,data scientist,76,122,99.0,3.9,CA
445,other,76,122,99.0,3.1,CA
446,data scientist,76,122,99.0,2.3,CA
447,analyst,76,122,99.0,3.1,CA
448,data scientist,76,122,99.0,3.8,CA
450,other,76,122,99.0,4.2,CA
451,other,76,122,99.0,3.4,CA
453,data scientist,134,218,176.0,4.0,CA
454,analyst,134,218,176.0,3.4,CA
455,other,134,218,176.0,4.0,CA
456,manager,134,218,176.0,4.5,CA
457,manager,134,218,176.0,4.5,CA
458,other,134,218,176.0,3.9,CA
459,data scientist,134,218,176.0,3.6,CA
460,data engineer,134,218,176.0,4.0,CA
462,other,134,218,176.0,4.2,CA
463,data scientist,134,218,176.0,3.7,CA
464,analyst,134,218,176.0,3.8,CA
465,other,134,218,176.0,3.5,CA
466,other,134,218,176.0,3.6,CA
468,analyst,134,218,176.0,3.8,CA
469,manager,134,218,176.0,3.1,CA
470,data scientist,134,218,176.0,3.2,CA
471,data scientist,134,218,176.0,3.6,CA
472,data engineer,134,218,176.0,3.8,CA
473,analyst,134,218,176.0,5.0,CA
474,data engineer,134,218,176.0,5.0,CA
475,data scientist,134,218,176.0,3.7,CA
477,other,134,218,176.0,3.3,CA
479,data engineer,134,218,176.0,3.6,CA
482,analyst,134,218,176.0,3.5,CA
483,data engineer,76,125,100.5,4.7,CA
484,analyst,76,125,100.5,4.6,CA
485,machine learning engineer,76,125,100.5,3.9,CA
486,other,76,125,100.5,4.1,CA
487,data scientist,76,125,100.5,4.2,CA
488,analyst,76,125,100.5,4.0,CA
489,analyst,76,125,100.5,3.7,CA
490,analyst,76,125,100.5,3.4,CA
491,analyst,76,125,100.5,3.6,CA
492,manager,76,125,100.5,4.5,CA
494,analyst,76,125,100.5,3.6,CA
495,other,76,125,100.5,3.8,CA
497,analyst,76,125,100.5,4.3,CA
502,analyst,76,125,100.5,4.0,CA
504,data scientist,76,125,100.5,3.7,CA
505,other,76,125,100.5,3.7,CA
506,data engineer,76,125,100.5,5.0,CA
507,analyst,76,125,100.5,3.8,CA
508,data scientist,76,125,100.5,2.5,CA
510,analyst,76,125,100.5,3.3,CA
512,data scientist,76,125,100.5,3.9,CA
513,data scientist,132,208,170.0,3.7,CA
514,data scientist,132,208,170.0,3.7,CA
516,analyst,132,208,170.0,4.0,CA
519,data scientist,132,208,170.0,3.6,CA
520,data scientist,132,208,170.0,3.7,CA
521,other,132,208,170.0,4.0,CA
522,analyst,132,208,170.0,3.5,CA
523,analyst,132,208,170.0,3.4,CA
524,data scientist,132,208,170.0,3.7,CA
525,other,132,208,170.0,4.4,CA
526,data engineer,132,208,170.0,4.4,CA
527,data engineer,132,208,170.0,3.6,CA
528,data scientist,132,208,170.0,4.9,CA
530,analyst,132,208,170.0,3.1,CA
531,analyst,132,208,170.0,5.0,CA
532,data scientist,132,208,170.0,3.9,CA
534,other,132,208,170.0,3.3,CA
537,data engineer,132,208,170.0,3.7,CA
538,other,132,208,170.0,3.8,CA
539,analyst,132,208,170.0,3.9,CA
540,analyst,132,208,170.0,3.7,CA
541,other,132,208,170.0,3.4,CA
543,analyst,83,105,94.0,4.0,CA
547,other,83,105,94.0,3.9,CA
548,data scientist,83,105,94.0,3.7,CA
549,data engineer,83,105,94.0,4.0,CA
550,analyst,83,105,94.0,4.3,CA
552,data engineer,83,105,94.0,3.9,CA
553,data scientist,83,105,94.0,3.7,CA
554,other,83,105,94.0,4.0,CA
555,analyst,83,105,94.0,3.6,CA
556,analyst,83,105,94.0,3.1,CA
557,analyst,83,105,94.0,4.7,CA
558,data engineer,83,105,94.0,4.0,CA
559,other,83,105,94.0,3.3,CA
563,data engineer,83,105,94.0,4.2,CA
564,data engineer,83,105,94.0,4.8,CA
566,machine learning engineer,83,105,94.0,4.2,CA
568,data scientist,83,105,94.0,3.2,CA
569,data scientist,83,105,94.0,3.3,CA
573,data engineer,75,143,109.0,5.0,CA
575,other,75,143,109.0,3.6,CA
576,analyst,75,143,109.0,3.1,CA
577,data engineer,75,143,109.0,3.7,CA
578,data engineer,75,143,109.0,3.7,CA
579,analyst,75,143,109.0,4.0,CA
580,other,75,143,109.0,3.9,CA
583,other,75,143,109.0,4.0,CA
584,analyst,75,143,109.0,3.1,CA
585,analyst,75,143,109.0,3.7,CA
587,data scientist,75,143,109.0,3.6,CA
589,data scientist,34,72,53.0,3.7,CA
590,other,34,72,53.0,3.9,CA
591,other,34,72,53.0,4.7,CA
592,other,34,72,53.0,3.4,CA
594,data engineer,34,72,53.0,3.9,CA
595,data engineer,34,72,53.0,3.7,CA
596,other,34,72,53.0,2.6,CA
597,data engineer,34,72,53.0,3.9,CA
598,data engineer,34,72,53.0,2.4,CA
599,manager,34,72,53.0,4.0,CA
600,data engineer,34,72,53.0,2.7,CA
601,other,34,72,53.0,3.2,CA
603,other,34,72,53.0,3.5,CA
604,analyst,34,72,53.0,3.3,CA
605,other,34,72,53.0,4.3,CA
606,other,34,72,53.0,3.6,CA
608,machine learning engineer,37,75,56.0,5.0,CA
609,analyst,37,75,56.0,4.9,CA
611,other,37,75,56.0,3.7,CA
612,analyst,37,75,56.0,3.5,CA
613,other,37,75,56.0,3.7,CA
614,analyst,37,75,56.0,3.8,CA
615,other,37,75,56.0,3.7,CA
616,other,37,75,56.0,2.6,CA
617,manager,37,75,56.0,2.8,CA
618,data engineer,37,75,56.0,4.3,CA
619,analyst,37,75,56.0,4.1,CA
620,data scientist,37,75,56.0,3.6,CA
622,analyst,37,75,56.0,3.2,CA
623,other,37,75,56.0,3.4,CA
624,data engineer,37,75,56.0,3.7,CA
625,other,37,75,56.0,4.2,CA
626,analyst,37,75,56.0,4.7,CA
628,analyst,113,184,148.5,2.8,CA
629,data scientist,113,184,148.5,3.6,CA
630,other,113,184,148.5,3.1,CA
631,analyst,113,184,148.5,4.1,CA
632,manager,113,184,148.5,3.8,CA
633,machine learning engineer,113,184,148.5,3.7,CA
634,data scientist,113,184,148.5,3.2,CA
635,analyst,113,184,148.5,3.5,CA
636,other,113,184,148.5,3.2,CA
637,other,113,184,148.5,3.9,CA
639,other,113,184,148.5,4.6,CA
642,other,113,184,148.5,3.8,CA
643,other,113,184,148.5,2.8,CA
645,analyst,113,184,148.5,4.5,CA
647,data engineer,113,184,148.5,3.9,CA
649,data engineer,113,184,148.5,3.7,CA
650,other,113,184,148.5,3.7,CA
652,data scientist,113,184,148.5,3.3,CA
653,other,113,184,148.5,3.9,CA
654,analyst,113,184,148.5,4.7,CA
655,data engineer,113,184,148.5,3.4,CA
656,analyst,113,184,148.5,3.2,CA
657,analyst,136,164,150.0,4.3,CA
658,analyst,136,164,150.0,3.6,CA
659,manager,136,164,150.0,2.4,CA
661,analyst,136,164,150.0,4.2,CA
662,data scientist,136,164,150.0,4.4,CA
663,data engineer,136,164,150.0,2.9,CA
664,manager,136,164,150.0,3.5,CA
665,manager,136,164,150.0,3.6,CA
666,machine learning engineer,136,164,150.0,3.7,CA
669,analyst,136,164,150.0,4.6,CA
670,machine learning engineer,136,164,150.0,4.4,CA
675,other,136,164,150.0,3.9,CA
676,analyst,136,164,150.0,5.0,CA
677,data engineer,136,164,150.0,4.7,CA
679,other,136,164,150.0,2.7,CA
682,data engineer,136,164,150.0,2.1,CA
683,other,136,164,150.0,3.9,CA
684,data engineer,136,164,150.0,3.3,CA
692,data scientist,46,80,63.0,3.8,IL
693,data scientist,46,80,63.0,4.1,IL
694,data engineer,46,80,63.0,3.7,IL
695,analyst,46,80,63.0,3.8,IL
696,analyst,46,80,63.0,3.9,IL
697,data engineer,46,80,63.0,3.9,IL
698,data engineer,46,80,63.0,3.3,IL
699,data scientist,46,80,63.0,4.3,IL
700,data engineer,46,80,63.0,3.9,IL
701,analyst,46,80,63.0,3.7,IL
702,analyst,46,80,63.0,3.5,IL
703,analyst,46,80,63.0,4.1,IL
704,data engineer,46,80,63.0,4.5,IL
706,data scientist,46,80,63.0,2.2,IL
707,analyst,46,80,63.0,3.7,IL
709,data scientist,46,80,63.0,3.4,IL
710,data scientist,46,80,63.0,4.2,IL
711,data scientist,46,80,63.0,5.0,IL
712,researcher,46,80,63.0,4.1,IL
713,analyst,46,80,63.0,3.0,IL
714,data scientist,46,80,63.0,3.2,IL
715,data scientist,46,80,63.0,3.6,IL
716,data scientist,46,80,63.0,3.3,IL
717,data scientist,46,80,63.0,4.9,IL
718,analyst,46,80,63.0,3.2,IL
719,data scientist,46,80,63.0,3.4,IL
721,data scientist,46,80,63.0,3.0,IL
722,data scientist,79,130,104.5,3.8,IL
723,data scientist,79,130,104.5,3.6,IL
724,data scientist,79,130,104.5,3.9,IL
725,data scientist,79,130,104.5,3.2,IL
728,analyst,79,130,104.5,2.8,IL
729,data scientist,79,130,104.5,3.8,IL
730,data scientist,79,130,104.5,4.3,IL
731,data scientist,79,130,104.5,4.7,IL
734,data scientist,79,130,104.5,4.2,IL
736,data scientist,79,130,104.5,3.8,IL
737,data scientist,79,130,104.5,2.6,IL
738,data scientist,79,130,104.5,2.7,IL
739,other,79,130,104.5,4.6,IL
740,data scientist,79,130,104.5,3.8,IL
742,data scientist,79,130,104.5,4.1,IL
744,data scientist,79,130,104.5,2.8,IL
745,data scientist,79,130,104.5,4.2,IL
746,data scientist,79,130,104.5,3.5,IL
747,data engineer,79,130,104.5,4.7,IL
749,data scientist,79,130,104.5,4.3,IL
750,data scientist,79,130,104.5,3.8,IL
751,analyst,79,130,104.5,3.8,IL
752,data scientist,91,105,98.0,3.1,IL
753,data scientist,91,105,98.0,3.8,IL
754,data scientist,91,105,98.0,3.8,IL
755,data scientist,91,105,98.0,3.2,IL
757,other,91,105,98.0,3.9,IL
760,data scientist,91,105,98.0,2.7,IL
762,data scientist,91,105,98.0,3.7,IL
763,data scientist,91,105,98.0,3.3,IL
765,data scientist,91,105,98.0,2.9,IL
767,data scientist,91,105,98.0,3.6,IL
768,analyst,91,105,98.0,3.7,IL
769,data scientist,91,105,98.0,4.5,IL
770,data scientist,91,105,98.0,3.9,IL
771,machine learning engineer,91,105,98.0,3.3,IL
772,data scientist,91,105,98.0,3.3,IL
773,analyst,91,105,98.0,3.8,IL
774,data scientist,91,105,98.0,2.8,IL
775,data scientist,91,105,98.0,3.6,IL
776,data scientist,91,105,98.0,3.7,IL
777,data scientist,91,105,98.0,4.5,IL
778,researcher,91,105,98.0,3.9,IL
780,data scientist,91,105,98.0,3.4,IL
781,other,91,105,98.0,4.0,IL
782,data scientist,31,56,43.5,3.5,IL
783,machine learning engineer,31,56,43.5,3.2,IL
784,other,31,56,43.5,3.1,IL
785,data scientist,31,56,43.5,3.2,IL
786,other,31,56,43.5,2.5,IL
787,other,31,56,43.5,4.6,IL
788,analyst,31,56,43.5,3.2,IL
789,researcher,31,56,43.5,4.7,IL
790,data scientist,31,56,43.5,4.0,IL
791,researcher,31,56,43.5,3.9,IL
792,analyst,31,56,43.5,4.1,IL
793,researcher,31,56,43.5,4.7,IL
794,analyst,31,56,43.5,4.0,IL
795,analyst,31,56,43.5,4.0,IL
796,data scientist,31,56,43.5,5.0,IL
797,data scientist,31,56,43.5,3.5,IL
798,analyst,31,56,43.5,3.4,IL
800,data scientist,31,56,43.5,2.6,IL
801,other,31,56,43.5,3.5,IL
802,data engineer,31,56,43.5,4.1,IL
803,analyst,31,56,43.5,4.7,IL
805,analyst,31,56,43.5,3.8,IL
806,analyst,31,56,43.5,3.7,IL
808,data engineer,31,56,43.5,3.4,IL
809,analyst,31,56,43.5,3.4,IL
810,other,31,56,43.5,3.5,IL
811,analyst,31,56,43.5,3.1,IL
812,analyst,39,81,60.0,3.4,IL
813,analyst,39,81,60.0,3.9,IL
814,analyst,39,81,60.0,4.1,IL
815,analyst,39,81,60.0,3.9,IL
816,analyst,39,81,60.0,2.8,IL
817,data scientist,39,81,60.0,4.5,IL
818,analyst,39,81,60.0,3.8,IL
819,researcher,39,81,60.0,4.8,IL
820,machine learning engineer,39,81,60.0,3.2,IL
821,data scientist,39,81,60.0,3.9,IL
822,other,39,81,60.0,3.7,IL
823,analyst,39,81,60.0,3.3,IL
824,analyst,39,81,60.0,4.7,IL
825,data scientist,39,81,60.0,3.3,IL
826,other,39,81,60.0,4.0,IL
827,analyst,39,81,60.0,4.6,IL
828,other,39,81,60.0,3.2,IL
829,data scientist,39,81,60.0,3.3,IL
830,other,39,81,60.0,3.9,IL
831,other,39,81,60.0,3.2,IL
832,data scientist,39,81,60.0,3.7,IL
833,analyst,39,81,60.0,3.4,IL
835,data engineer,39,81,60.0,4.4,IL
836,analyst,39,81,60.0,4.1,IL
837,data scientist,39,81,60.0,3.8,IL
838,analyst,39,81,60.0,3.5,IL
840,analyst,39,81,60.0,3.9,IL
843,data engineer,99,174,136.5,3.8,IL
844,analyst,99,174,136.5,3.6,IL
845,data engineer,99,174,136.5,4.8,IL
846,analyst,99,174,136.5,5.0,IL
848,data scientist,99,174,136.5,3.7,IL
849,analyst,99,174,136.5,3.7,IL
850,data engineer,99,174,136.5,4.3,IL
852,data scientist,99,174,136.5,3.4,IL
853,data scientist,99,174,136.5,3.9,IL
